# Tiempo(s), X(m), Y(m), Theta_Yaw(rad)
147.00, 90.00, 27.40, 1.57
147.20, 90.00, 27.57, 1.57
147.40, 90.00, 27.74, 1.57
147.60, 90.00, 27.91, 1.57
147.80, 90.00, 28.08, 1.57
148.00, 90.00, 28.25, 1.57
148.20, 90.00, 28.42, 1.57
148.40, 90.00, 28.59, 1.57
148.60, 90.00, 28.76, 1.57
148.80, 90.00, 28.93, 1.57
149.00, 90.00, 29.10, 1.57
149.20, 90.00, 29.27, 1.57
149.40, 90.00, 29.44, 1.57
149.60, 90.00, 29.61, 1.57
149.80, 90.00, 29.78, 1.57
150.00, 90.00, 29.95, 1.57
150.20, 90.00, 30.12, 1.57
150.40, 90.00, 30.29, 1.57
150.60, 90.00, 30.46, 1.57
150.80, 90.00, 30.63, 1.57
151.00, 90.00, 30.80, 1.57
151.20, 90.00, 30.97, 1.57
151.40, 90.00, 31.14, 1.57
151.60, 90.00, 31.31, 1.57
151.80, 90.00, 31.48, 1.57
152.00, 90.00, 31.65, 1.57
152.20, 90.00, 31.82, 1.57
152.40, 90.00, 31.99, 1.57
152.60, 90.00, 32.16, 1.57
152.80, 90.00, 32.33, 1.57
153.00, 90.00, 32.50, 1.57
153.20, 90.00, 32.67, 1.57
153.40, 90.00, 32.84, 1.57
153.60, 90.00, 33.01, 1.57
153.80, 90.00, 33.18, 1.57
154.00, 90.00, 33.35, 1.57
154.20, 90.00, 33.52, 1.57
154.40, 90.00, 33.69, 1.57
154.60, 90.00, 33.86, 1.57
154.80, 90.00, 34.03, 1.57
155.00, 90.00, 34.20, 1.57
155.20, 90.00, 34.37, 1.57
155.40, 90.00, 34.54, 1.57
155.60, 90.00, 34.71, 1.57
155.80, 90.00, 34.88, 1.57
156.00, 90.00, 35.05, 1.57
156.20, 90.00, 35.22, 1.57
156.40, 90.00, 35.39, 1.57
156.60, 90.00, 35.56, 1.57
156.80, 90.00, 35.73, 1.57
157.00, 90.00, 35.90, 1.57
157.20, 90.00, 36.07, 1.57
157.40, 90.00, 36.24, 1.57
157.60, 90.00, 36.41, 1.57
157.80, 90.00, 36.58, 1.57
158.00, 90.00, 36.75, 1.57
158.20, 90.00, 36.92, 1.57
158.40, 90.00, 37.09, 1.57
158.60, 90.00, 37.26, 1.57
158.80, 90.00, 37.43, 1.57
159.00, 90.00, 37.60, 1.57
159.20, 90.00, 37.77, 1.57
159.40, 90.00, 37.95, 1.57
159.60, 90.00, 38.12, 1.57
159.80, 90.00, 38.29, 1.57
160.00, 90.00, 38.46, 1.57
160.20, 90.00, 38.63, 1.57
160.40, 90.00, 38.80, 1.57
160.60, 90.00, 38.97, 1.57
160.80, 90.00, 39.14, 1.57
161.00, 90.00, 39.31, 1.57
161.20, 90.00, 39.48, 1.57
161.40, 90.00, 39.65, 1.57
161.60, 90.00, 39.82, 1.57
161.80, 90.00, 39.99, 1.57
162.00, 90.00, 40.16, 1.57
162.20, 90.00, 40.33, 1.57
162.40, 90.00, 40.50, 1.57
162.60, 90.00, 40.67, 1.57
162.80, 90.00, 40.84, 1.57
163.00, 90.00, 41.01, 1.57
163.20, 90.00, 41.18, 1.57
163.40, 90.00, 41.35, 1.57
163.60, 90.00, 41.52, 1.57
163.80, 90.00, 41.69, 1.57
164.00, 90.00, 41.86, 1.57
164.20, 90.00, 42.03, 1.57
164.40, 90.00, 42.20, 1.57
164.60, 90.00, 42.37, 1.57
164.80, 90.00, 42.54, 1.57
165.00, 90.00, 42.71, 1.57
165.20, 90.00, 42.88, 1.57
165.40, 90.00, 43.05, 1.57
165.60, 90.00, 43.22, 1.57
165.80, 90.00, 43.39, 1.57
166.00, 90.00, 43.56, 1.57
166.20, 90.00, 43.73, 1.57
166.40, 90.00, 43.90, 1.57
166.60, 90.00, 44.07, 1.57
166.80, 90.00, 44.24, 1.57
167.00, 90.00, 44.41, 1.57
167.20, 90.00, 44.58, 1.57
167.40, 90.00, 44.75, 1.57
167.60, 90.00, 44.92, 1.57
167.80, 90.00, 45.09, 1.57
168.00, 90.00, 45.26, 1.57
168.20, 90.00, 45.43, 1.57
168.40, 90.00, 45.60, 1.57
168.60, 90.00, 45.77, 1.57
168.80, 90.00, 45.94, 1.57
169.00, 90.00, 46.11, 1.57
169.20, 90.00, 46.28, 1.57
169.40, 90.00, 46.45, 1.57
169.60, 90.00, 46.62, 1.57
169.80, 90.00, 46.79, 1.57
170.00, 90.00, 46.96, 1.57
170.20, 90.00, 47.13, 1.57
170.40, 90.00, 47.30, 1.57
170.60, 90.00, 47.47, 1.57
170.80, 90.00, 47.64, 1.57
171.00, 90.00, 47.81, 1.57
171.20, 90.00, 47.98, 1.57
171.40, 90.00, 48.15, 1.57
171.60, 90.00, 48.32, 1.57
171.80, 90.00, 48.49, 1.57
172.00, 90.00, 48.66, 1.57
172.20, 90.00, 48.84, 1.57
172.40, 90.00, 49.01, 1.57
172.60, 90.00, 49.18, 1.57
172.80, 90.00, 49.35, 1.57
173.00, 90.00, 49.52, 1.57
173.20, 90.00, 49.69, 1.57
173.40, 90.00, 49.86, 1.57
173.60, 90.00, 50.03, 1.57
173.80, 90.00, 50.20, 1.57
174.00, 90.00, 50.37, 1.57
174.20, 90.00, 50.54, 1.57
174.40, 90.00, 50.71, 1.57
174.60, 90.00, 50.88, 1.57
174.80, 90.00, 51.05, 1.57
175.00, 90.00, 51.22, 1.57
175.20, 90.00, 51.39, 1.57
175.40, 90.00, 51.56, 1.57
175.60, 90.00, 51.73, 1.57
175.80, 90.00, 51.90, 1.57
176.00, 90.00, 52.07, 1.57
176.20, 90.00, 52.24, 1.57
176.40, 90.00, 52.41, 1.57
176.60, 90.00, 52.58, 1.57
176.80, 90.00, 52.75, 1.57
177.00, 90.00, 52.92, 1.57
177.20, 90.00, 53.09, 1.57
177.40, 90.00, 53.26, 1.57
177.60, 90.00, 53.43, 1.57
177.80, 90.00, 53.60, 1.57
178.00, 90.00, 53.77, 1.57
178.20, 90.00, 53.94, 1.57
178.40, 90.00, 54.11, 1.57
178.60, 90.00, 54.28, 1.57
178.80, 90.00, 54.45, 1.57
179.00, 90.00, 54.62, 1.57
179.20, 90.00, 54.79, 1.57
179.40, 90.00, 54.96, 1.57
179.60, 90.00, 55.13, 1.57
179.80, 90.00, 55.30, 1.57
180.00, 90.00, 55.47, 1.57
180.20, 90.00, 55.64, 1.57
180.40, 90.00, 55.81, 1.57
180.60, 90.00, 55.98, 1.57
180.80, 90.00, 56.15, 1.57
181.00, 90.00, 56.32, 1.57
181.20, 90.00, 56.49, 1.57
181.40, 90.00, 56.66, 1.57
181.60, 90.00, 56.83, 1.57
181.80, 90.00, 57.00, 1.57
182.00, 90.00, 57.17, 1.57
182.20, 90.00, 57.34, 1.57
182.40, 90.00, 57.51, 1.57
182.60, 90.00, 57.68, 1.57
182.80, 90.00, 57.85, 1.57
183.00, 90.00, 58.02, 1.57
183.20, 90.00, 58.19, 1.57
183.40, 90.00, 58.36, 1.57
183.60, 90.00, 58.53, 1.57
183.80, 90.00, 58.70, 1.57
184.00, 90.00, 58.87, 1.57
184.20, 90.00, 59.04, 1.57
184.40, 90.00, 59.21, 1.57
184.60, 90.00, 59.38, 1.57
184.80, 90.00, 59.55, 1.57
185.00, 90.00, 59.73, 1.57
185.20, 90.00, 59.90, 1.57
185.40, 90.00, 60.07, 1.57
185.60, 90.00, 60.24, 1.57
185.80, 90.00, 60.41, 1.57
186.00, 90.00, 60.58, 1.57
186.20, 90.00, 60.75, 1.57
186.40, 90.00, 60.92, 1.57
186.60, 90.00, 61.09, 1.57
186.80, 90.00, 61.26, 1.57
187.00, 90.00, 61.43, 1.57
187.20, 90.00, 61.60, 1.57
187.40, 90.00, 61.77, 1.57
187.60, 90.00, 61.94, 1.57
187.80, 90.00, 62.11, 1.57
188.00, 90.00, 62.28, 1.57
188.20, 90.00, 62.45, 1.57
188.40, 90.00, 62.62, 1.57
188.60, 90.00, 62.79, 1.57
188.80, 90.00, 62.96, 1.57
189.00, 90.00, 63.13, 1.57
189.20, 90.00, 63.30, 1.57
189.40, 90.00, 63.47, 1.57
189.60, 90.00, 63.64, 1.57
189.80, 90.00, 63.81, 1.57
190.00, 90.00, 63.98, 1.57
190.20, 90.00, 64.15, 1.57
190.40, 90.00, 64.32, 1.57
190.60, 90.00, 64.49, 1.57
190.80, 90.00, 64.66, 1.57
191.00, 90.00, 64.83, 1.57
191.20, 89.88, 65.12, 2.36
191.40, 89.75, 65.25, 2.36
191.60, 89.62, 65.38, 2.36
191.80, 89.50, 65.67, 1.57
192.00, 89.50, 65.83, 1.57
192.20, 89.38, 66.12, 2.36
192.40, 89.25, 66.25, 2.36
192.60, 89.12, 66.38, 2.36
192.80, 89.00, 66.67, 1.57
193.00, 89.00, 66.83, 1.57
193.20, 88.83, 67.00, 3.14
193.40, 88.66, 67.00, 3.14
193.60, 88.49, 67.00, 3.14
193.80, 88.32, 67.00, 3.14
194.00, 88.15, 67.00, 3.14
194.20, 87.98, 67.00, 3.14
194.40, 87.81, 67.00, 3.14
194.60, 87.64, 67.00, 3.14
194.80, 87.47, 67.00, 3.14
195.00, 87.30, 67.00, 3.14
195.20, 87.13, 67.00, 3.14
195.40, 86.96, 67.00, 3.14
195.60, 86.79, 67.00, 3.14
195.80, 86.62, 67.00, 3.14
196.00, 86.45, 67.00, 3.14
196.20, 86.28, 67.00, 3.14
196.40, 86.11, 67.00, 3.14
196.60, 85.94, 67.00, 3.14
196.80, 85.77, 67.00, 3.14
197.00, 85.60, 67.00, 3.14
197.20, 85.43, 67.00, 3.14
197.40, 85.26, 67.00, 3.14
197.60, 85.09, 67.00, 3.14
197.80, 84.92, 67.00, 3.14
198.00, 84.75, 67.00, 3.14
198.20, 84.58, 67.00, 3.14
198.40, 84.42, 67.00, 3.14
198.60, 84.25, 67.00, 3.14
198.80, 84.08, 67.00, 3.14
199.00, 83.91, 67.00, 3.14
199.20, 83.74, 67.00, 3.14
199.40, 83.57, 67.00, 3.14
199.60, 83.40, 67.00, 3.14
199.80, 83.23, 67.00, 3.14
200.00, 83.06, 67.00, 3.14
200.20, 82.89, 67.00, 3.14
200.40, 82.72, 67.00, 3.14
200.60, 82.55, 67.00, 3.14
200.80, 82.38, 67.00, 3.14
201.00, 82.21, 67.00, 3.14
201.20, 82.04, 67.00, 3.14
201.40, 81.87, 67.00, 3.14
201.60, 81.70, 67.00, 3.14
201.80, 81.53, 67.00, 3.14
202.00, 81.36, 67.00, 3.14
202.20, 81.19, 67.00, 3.14
202.40, 81.02, 67.00, 3.14
202.60, 80.85, 67.00, 3.14
202.80, 80.68, 67.00, 3.14
203.00, 80.51, 67.00, 3.14
203.20, 80.34, 67.00, 3.14
203.40, 80.17, 67.00, 3.14
203.60, 80.00, 67.00, 3.14
203.80, 79.83, 67.00, 3.14
204.00, 79.66, 67.00, 3.14
204.20, 79.49, 67.00, 3.14
204.40, 79.32, 67.00, 3.14
204.60, 79.15, 67.00, 3.14
204.80, 78.98, 67.00, 3.14
205.00, 78.81, 67.00, 3.14
205.20, 78.64, 67.00, 3.14
205.40, 78.47, 67.00, 3.14
205.60, 78.30, 67.00, 3.14
205.80, 78.13, 67.00, 3.14
206.00, 77.96, 67.00, 3.14
206.20, 77.79, 67.00, 3.14
206.40, 77.62, 67.00, 3.14
206.60, 77.45, 67.00, 3.14
206.80, 77.28, 67.00, 3.14
207.00, 77.11, 67.00, 3.14
207.20, 76.94, 67.00, 3.14
207.40, 76.77, 67.00, 3.14
207.60, 76.60, 67.00, 3.14
207.80, 76.43, 67.00, 3.14
208.00, 76.26, 67.00, 3.14
208.20, 76.09, 67.00, 3.14
208.40, 75.92, 67.00, 3.14
208.60, 75.75, 67.00, 3.14
208.80, 75.58, 67.00, 3.14
209.00, 75.42, 67.00, 3.14
209.20, 75.25, 67.00, 3.14
209.40, 75.08, 67.00, 3.14
209.60, 74.91, 67.00, 3.14
209.80, 74.74, 67.00, 3.14
210.00, 74.57, 67.00, 3.14
210.20, 74.40, 67.00, 3.14
210.40, 74.23, 67.00, 3.14
210.60, 74.06, 67.00, 3.14
210.80, 73.89, 67.00, 3.14
211.00, 73.72, 67.00, 3.14
211.20, 73.55, 67.00, 3.14
211.40, 73.38, 67.00, 3.14
211.60, 73.21, 67.00, 3.14
211.80, 73.04, 67.00, 3.14
212.00, 72.87, 67.00, 3.14
212.20, 72.70, 67.00, 3.14
212.40, 72.53, 67.00, 3.14
212.60, 72.36, 67.00, 3.14
212.80, 72.19, 67.00, 3.14
213.00, 72.02, 67.00, 3.14
213.20, 71.85, 67.00, 3.14
213.40, 71.68, 67.00, 3.14
213.60, 71.51, 67.00, 3.14
213.80, 71.34, 67.00, 3.14
214.00, 71.17, 67.00, 3.14
214.20, 71.00, 67.00, 3.14
214.40, 70.83, 67.00, 3.14
214.60, 70.66, 67.00, 3.14
214.80, 70.49, 67.00, 3.14
215.00, 70.32, 67.00, 3.14
215.20, 70.15, 67.00, 3.14
215.40, 69.98, 67.00, 3.14
215.60, 69.81, 67.00, 3.14
215.80, 69.64, 67.00, 3.14
216.00, 69.47, 67.00, 3.14
216.20, 69.30, 67.00, 3.14
216.40, 69.13, 67.00, 3.14
216.60, 68.96, 67.00, 3.14
216.80, 68.79, 67.00, 3.14
217.00, 68.62, 67.00, 3.14
217.20, 68.45, 67.00, 3.14
217.40, 68.28, 67.00, 3.14
217.60, 68.11, 67.00, 3.14
217.80, 67.94, 67.00, 3.14
218.00, 67.77, 67.00, 3.14
218.20, 67.60, 67.00, 3.14
218.40, 67.43, 67.00, 3.14
218.60, 67.26, 67.00, 3.14
218.80, 67.09, 67.00, 3.14
219.00, 66.92, 67.00, 3.14
219.20, 66.75, 67.00, 3.14
219.40, 66.58, 67.00, 3.14
219.60, 66.42, 67.00, 3.14
219.80, 66.25, 67.00, 3.14
220.00, 66.08, 67.00, 3.14
220.20, 65.91, 67.00, 3.14
220.40, 65.74, 67.00, 3.14
220.60, 65.57, 67.00, 3.14
220.80, 65.40, 67.00, 3.14
221.00, 65.23, 67.00, 3.14
221.20, 65.06, 67.00, 3.14
221.40, 64.89, 67.00, 3.14
221.60, 64.72, 67.00, 3.14
221.80, 64.55, 67.00, 3.14
222.00, 64.38, 67.00, 3.14
222.20, 64.21, 67.00, 3.14
222.40, 64.04, 67.00, 3.14
222.60, 63.87, 67.00, 3.14
222.80, 63.70, 67.00, 3.14
223.00, 63.53, 67.00, 3.14
223.20, 63.36, 67.00, 3.14
223.40, 63.19, 67.00, 3.14
223.60, 63.02, 67.00, 3.14
223.80, 62.85, 67.00, 3.14
224.00, 62.68, 67.00, 3.14
224.20, 62.51, 67.00, 3.14
224.40, 62.34, 67.00, 3.14
224.60, 62.17, 67.00, 3.14
224.80, 62.00, 67.00, 3.14
225.00, 61.83, 67.00, 3.14
225.20, 61.66, 67.00, 3.14
225.40, 61.49, 67.00, 3.14
225.60, 61.32, 67.00, 3.14
225.80, 61.15, 67.00, 3.14
226.00, 60.98, 67.00, 3.14
226.20, 60.81, 67.00, 3.14
226.40, 60.64, 67.00, 3.14
226.60, 60.47, 67.00, 3.14
226.80, 60.30, 67.00, 3.14
227.00, 60.13, 67.00, 3.14
227.20, 59.96, 67.00, 3.14
227.40, 59.79, 67.00, 3.14
227.60, 59.62, 67.00, 3.14
227.80, 59.45, 67.00, 3.14
228.00, 59.28, 67.00, 3.14
228.20, 59.11, 67.00, 3.14
228.40, 58.94, 67.00, 3.14
228.60, 58.77, 67.00, 3.14
228.80, 58.60, 67.00, 3.14
229.00, 58.43, 67.00, 3.14
229.20, 58.26, 67.00, 3.14
229.40, 58.09, 67.00, 3.14
229.60, 57.92, 67.00, 3.14
229.80, 57.75, 67.00, 3.14
230.00, 57.58, 67.00, 3.14
230.20, 57.42, 67.00, 3.14
230.40, 57.25, 67.00, 3.14
230.60, 57.08, 67.00, 3.14
230.80, 56.91, 67.00, 3.14
231.00, 56.74, 67.00, 3.14
231.20, 56.57, 67.00, 3.14
231.40, 56.40, 67.00, 3.14
231.60, 56.23, 67.00, 3.14
231.80, 56.06, 67.00, 3.14
232.00, 55.89, 67.00, 3.14
232.20, 55.72, 67.00, 3.14
232.40, 55.55, 67.00, 3.14
232.60, 55.38, 67.00, 3.14
232.80, 55.21, 67.00, 3.14
233.00, 55.04, 67.00, 3.14
233.20, 54.87, 67.00, 3.14
233.40, 54.70, 67.00, 3.14
233.60, 54.53, 67.00, 3.14
233.80, 54.36, 67.00, 3.14
234.00, 54.19, 67.00, 3.14
234.20, 54.02, 67.00, 3.14
234.40, 53.85, 67.00, 3.14
234.60, 53.68, 67.00, 3.14
234.80, 53.51, 67.00, 3.14
235.00, 53.34, 67.00, 3.14
235.20, 53.17, 67.00, 3.14
235.40, 53.00, 67.17, 1.57
235.60, 53.00, 67.33, 1.57
235.80, 53.00, 67.50, 1.57
236.00, 53.00, 67.67, 1.57
236.20, 53.00, 67.83, 1.57
236.40, 53.00, 68.00, 1.57
236.60, 53.00, 68.17, 1.57
236.80, 53.00, 68.33, 1.57
237.00, 53.00, 68.50, 1.57
237.20, 53.00, 68.67, 1.57
237.40, 53.00, 68.83, 1.57
237.60, 53.00, 69.00, 1.57
237.80, 53.00, 69.17, 1.57
238.00, 53.00, 69.33, 1.57
238.20, 53.00, 69.50, 1.57
238.40, 53.00, 69.67, 1.57
238.60, 53.00, 69.83, 1.57
238.80, 52.88, 70.12, 2.36
239.00, 52.75, 70.25, 2.36
239.20, 52.62, 70.38, 2.36
239.40, 52.50, 70.50, 2.36
239.60, 52.38, 70.62, 2.36
239.80, 52.25, 70.75, 2.36
240.00, 52.12, 70.88, 2.36
240.20, 52.00, 71.17, 1.57
240.40, 52.00, 71.33, 1.57
240.60, 52.00, 71.50, 1.57
240.80, 52.00, 71.67, 1.57
241.00, 52.00, 71.83, 1.57
241.20, 52.00, 72.00, 1.57
241.40, 52.00, 72.17, 1.57
241.60, 52.00, 72.33, 1.57
241.80, 52.00, 72.50, 1.57
242.00, 52.00, 72.67, 1.57
242.20, 52.00, 72.83, 1.57
242.40, 52.00, 73.00, 1.57
242.60, 52.00, 73.17, 1.57
242.80, 52.00, 73.33, 1.57
243.00, 52.00, 73.50, 1.57
243.20, 52.00, 73.67, 1.57
243.40, 52.00, 73.83, 1.57
243.60, 52.00, 74.00, 1.57
243.80, 52.00, 74.17, 1.57
244.00, 52.00, 74.33, 1.57
244.20, 51.88, 74.62, 2.36
244.40, 51.75, 74.75, 2.36
244.60, 51.62, 74.88, 2.36
244.80, 51.50, 75.17, 1.57
245.00, 51.50, 75.34, 1.57
245.20, 51.50, 75.51, 1.57
245.40, 51.50, 75.68, 1.57
245.60, 51.50, 75.85, 1.57
245.80, 51.50, 76.02, 1.57
246.00, 51.50, 76.20, 1.57
246.20, 51.50, 76.37, 1.57
246.40, 51.50, 76.54, 1.57
246.60, 51.50, 76.71, 1.57
246.80, 51.50, 76.88, 1.57
247.00, 51.50, 77.05, 1.57
247.20, 51.50, 77.22, 1.57
247.40, 51.50, 77.39, 1.57
247.60, 51.50, 77.56, 1.57
247.80, 51.50, 77.73, 1.57
248.00, 51.50, 77.90, 1.57
248.20, 51.50, 78.07, 1.57
248.40, 51.50, 78.24, 1.57
248.60, 51.50, 78.41, 1.57
248.80, 51.50, 78.59, 1.57
249.00, 51.50, 78.76, 1.57
249.20, 51.50, 78.93, 1.57
249.40, 51.50, 79.10, 1.57
249.60, 51.50, 79.27, 1.57
249.80, 51.50, 79.44, 1.57
250.00, 51.50, 79.61, 1.57
250.20, 51.50, 79.78, 1.57
250.40, 51.50, 79.95, 1.57
250.60, 51.50, 80.12, 1.57
250.80, 51.50, 80.29, 1.57
251.00, 51.50, 80.46, 1.57
251.20, 51.50, 80.63, 1.57
251.40, 51.50, 80.80, 1.57
251.60, 51.50, 80.98, 1.57
251.80, 51.50, 81.15, 1.57
252.00, 51.50, 81.32, 1.57
252.20, 51.50, 81.49, 1.57
252.40, 51.50, 81.66, 1.57
252.60, 51.50, 81.83, 1.57
252.80, 51.38, 82.12, 2.36
253.00, 51.26, 82.24, 2.36
253.20, 51.14, 82.36, 2.36
253.40, 51.02, 82.48, 2.36
253.60, 50.90, 82.60, 2.36
253.80, 50.78, 82.72, 2.36
254.00, 50.66, 82.84, 2.36
254.20, 50.54, 82.96, 2.36
254.40, 50.42, 83.08, 2.36
254.60, 50.30, 83.20, 2.36
254.80, 50.18, 83.32, 2.36
255.00, 50.07, 83.43, 2.36
255.20, 49.95, 83.55, 2.36
255.40, 49.83, 83.67, 2.36
255.60, 49.71, 83.79, 2.36
255.80, 49.59, 83.91, 2.36
256.00, 49.47, 84.03, 2.36
256.20, 49.35, 84.15, 2.36
256.40, 49.23, 84.27, 2.36
256.60, 49.11, 84.39, 2.36
256.80, 48.99, 84.51, 2.36
257.00, 48.87, 84.63, 2.36
257.20, 48.75, 84.75, 2.36
257.40, 48.63, 84.87, 2.36
257.60, 48.51, 84.99, 2.36
257.80, 48.39, 85.11, 2.36
258.00, 48.27, 85.23, 2.36
258.20, 48.15, 85.35, 2.36
258.40, 48.03, 85.47, 2.36
258.60, 47.91, 85.59, 2.36
258.80, 47.79, 85.71, 2.36
259.00, 47.67, 85.83, 2.36
259.20, 47.55, 85.95, 2.36
259.40, 47.43, 86.07, 2.36
259.60, 47.32, 86.18, 2.36
259.80, 47.20, 86.30, 2.36
260.00, 47.08, 86.42, 2.36
260.20, 46.96, 86.54, 2.36
260.40, 46.84, 86.66, 2.36
260.60, 46.72, 86.78, 2.36
260.80, 46.60, 86.90, 2.36
261.00, 46.48, 87.02, 2.36
261.20, 46.36, 87.14, 2.36
261.40, 46.24, 87.26, 2.36
261.60, 46.12, 87.38, 2.36
261.80, 46.00, 87.67, 1.57
262.00, 46.00, 87.83, 1.57
262.20, 45.88, 88.12, 2.36
262.40, 45.75, 88.25, 2.36
262.60, 45.62, 88.38, 2.36
262.80, 45.50, 88.67, 1.57
263.00, 45.50, 88.83, 1.57
263.20, 45.38, 89.12, 2.36
263.40, 45.25, 89.25, 2.36
263.60, 45.12, 89.38, 2.36
263.80, 45.00, 89.67, 1.57
264.00, 45.00, 89.83, 1.57
264.20, 44.88, 89.88, -2.36
264.40, 44.76, 89.76, -2.36
264.60, 44.64, 89.64, -2.36
264.80, 44.52, 89.52, -2.36
265.00, 44.40, 89.40, -2.36
265.20, 44.28, 89.28, -2.36
265.40, 44.16, 89.16, -2.36
265.60, 44.03, 89.03, -2.36
265.80, 43.91, 88.91, -2.36
266.00, 43.79, 88.79, -2.36
266.20, 43.67, 88.67, -2.36
266.40, 43.55, 88.55, -2.36
266.60, 43.43, 88.43, -2.36
266.80, 43.31, 88.31, -2.36
267.00, 43.19, 88.19, -2.36
267.20, 43.07, 88.07, -2.36
267.40, 42.95, 87.95, -2.36
267.60, 42.83, 87.83, -2.36
267.80, 42.71, 87.71, -2.36
268.00, 42.59, 87.59, -2.36
268.20, 42.47, 87.47, -2.36
268.40, 42.34, 87.34, -2.36
268.60, 42.22, 87.22, -2.36
268.80, 42.10, 87.10, -2.36
269.00, 41.98, 86.98, -2.36
269.20, 41.86, 86.86, -2.36
269.40, 41.74, 86.74, -2.36
269.60, 41.62, 86.62, -2.36
269.80, 41.50, 86.50, -2.36
270.00, 41.38, 86.38, -2.36
270.20, 41.26, 86.26, -2.36
270.40, 41.14, 86.14, -2.36
270.60, 41.02, 86.02, -2.36
270.80, 40.90, 85.90, -2.36
271.00, 40.78, 85.78, -2.36
271.20, 40.66, 85.66, -2.36
271.40, 40.53, 85.53, -2.36
271.60, 40.41, 85.41, -2.36
271.80, 40.29, 85.29, -2.36
272.00, 40.17, 85.17, -2.36
272.20, 40.05, 85.05, -2.36
272.40, 39.93, 84.93, -2.36
272.60, 39.81, 84.81, -2.36
272.80, 39.69, 84.69, -2.36
273.00, 39.57, 84.57, -2.36
273.20, 39.45, 84.45, -2.36
273.40, 39.33, 84.33, -2.36
273.60, 39.21, 84.21, -2.36
273.80, 39.09, 84.09, -2.36
274.00, 38.97, 83.97, -2.36
274.20, 38.84, 83.84, -2.36
274.40, 38.72, 83.72, -2.36
274.60, 38.60, 83.60, -2.36
274.80, 38.48, 83.48, -2.36
275.00, 38.36, 83.36, -2.36
275.20, 38.24, 83.24, -2.36
275.40, 38.12, 83.12, -2.36
275.60, 38.00, 82.83, -1.57
275.80, 38.00, 82.66, -1.57
276.00, 38.00, 82.49, -1.57
276.20, 38.00, 82.32, -1.57
276.40, 38.00, 82.14, -1.57
276.60, 38.00, 81.97, -1.57
276.80, 38.00, 81.80, -1.57
277.00, 38.00, 81.63, -1.57
277.20, 38.00, 81.46, -1.57
277.40, 38.00, 81.29, -1.57
277.60, 38.00, 81.12, -1.57
277.80, 38.00, 80.95, -1.57
278.00, 38.00, 80.78, -1.57
278.20, 38.00, 80.61, -1.57
278.40, 38.00, 80.43, -1.57
278.60, 38.00, 80.26, -1.57
278.80, 38.00, 80.09, -1.57
279.00, 38.00, 79.92, -1.57
279.20, 38.00, 79.75, -1.57
279.40, 38.00, 79.58, -1.57
279.60, 38.00, 79.41, -1.57
279.80, 38.00, 79.24, -1.57
280.00, 38.00, 79.07, -1.57
280.20, 38.00, 78.89, -1.57
280.40, 38.00, 78.72, -1.57
280.60, 38.00, 78.55, -1.57
280.80, 38.00, 78.38, -1.57
281.00, 38.00, 78.21, -1.57
281.20, 38.00, 78.04, -1.57
281.40, 38.00, 77.87, -1.57
281.60, 38.00, 77.70, -1.57
281.80, 38.00, 77.53, -1.57
282.00, 38.00, 77.36, -1.57
282.20, 38.00, 77.18, -1.57
282.40, 38.00, 77.01, -1.57
282.60, 38.00, 76.84, -1.57
282.80, 38.00, 76.67, -1.57
283.00, 37.88, 76.38, -2.36
283.20, 37.76, 76.26, -2.36
283.40, 37.64, 76.14, -2.36
283.60, 37.52, 76.02, -2.36
283.80, 37.40, 75.90, -2.36
284.00, 37.28, 75.78, -2.36
284.20, 37.16, 75.66, -2.36
284.40, 37.03, 75.53, -2.36
284.60, 36.91, 75.41, -2.36
284.80, 36.79, 75.29, -2.36
285.00, 36.67, 75.17, -2.36
285.20, 36.55, 75.05, -2.36
285.40, 36.43, 74.93, -2.36
285.60, 36.31, 74.81, -2.36
285.80, 36.19, 74.69, -2.36
286.00, 36.07, 74.57, -2.36
286.20, 35.95, 74.45, -2.36
286.40, 35.83, 74.33, -2.36
286.60, 35.71, 74.21, -2.36
286.80, 35.59, 74.09, -2.36
287.00, 35.47, 73.97, -2.36
287.20, 35.34, 73.84, -2.36
287.40, 35.22, 73.72, -2.36
287.60, 35.10, 73.60, -2.36
287.80, 34.98, 73.48, -2.36
288.00, 34.86, 73.36, -2.36
288.20, 34.74, 73.24, -2.36
288.40, 34.62, 73.12, -2.36
288.60, 34.50, 73.00, -2.36
288.80, 34.38, 72.88, -2.36
289.00, 34.26, 72.76, -2.36
289.20, 34.14, 72.64, -2.36
289.40, 34.02, 72.52, -2.36
289.60, 33.90, 72.40, -2.36
289.80, 33.78, 72.28, -2.36
290.00, 33.66, 72.16, -2.36
290.20, 33.53, 72.03, -2.36
290.40, 33.41, 71.91, -2.36
290.60, 33.29, 71.79, -2.36
290.80, 33.17, 71.67, -2.36
291.00, 33.05, 71.55, -2.36
291.20, 32.93, 71.43, -2.36
291.40, 32.81, 71.31, -2.36
291.60, 32.69, 71.19, -2.36
291.80, 32.57, 71.07, -2.36
292.00, 32.45, 70.95, -2.36
292.20, 32.33, 70.83, -2.36
292.40, 32.21, 70.71, -2.36
292.60, 32.09, 70.59, -2.36
292.80, 31.97, 70.47, -2.36
293.00, 31.84, 70.34, -2.36
293.20, 31.72, 70.22, -2.36
293.40, 31.60, 70.10, -2.36
293.60, 31.48, 69.98, -2.36
293.80, 31.36, 69.86, -2.36
