# Tiempo(s), X(m), Y(m), Z(m)
147.00, 95.00, 32.40, 0.30
147.20, 95.00, 32.57, 0.30
147.40, 95.00, 32.74, 0.30
147.60, 95.00, 32.91, 0.30
147.80, 95.00, 33.08, 0.30
148.00, 95.00, 33.25, 0.30
148.20, 95.00, 33.42, 0.30
148.40, 95.00, 33.59, 0.30
148.60, 95.00, 33.76, 0.30
148.80, 95.00, 33.93, 0.30
149.00, 95.00, 34.10, 0.30
149.20, 95.00, 34.27, 0.30
149.40, 95.00, 34.44, 0.30
149.60, 95.00, 34.61, 0.30
149.80, 95.00, 34.78, 0.30
150.00, 95.00, 34.95, 0.30
150.20, 95.00, 35.12, 0.30
150.40, 95.00, 35.29, 0.30
150.60, 95.00, 35.46, 0.30
150.80, 95.00, 35.63, 0.30
151.00, 95.00, 35.80, 0.30
151.20, 95.00, 35.97, 0.30
151.40, 95.00, 36.14, 0.30
151.60, 95.00, 36.31, 0.30
151.80, 95.00, 36.48, 0.30
152.00, 95.00, 36.65, 0.30
152.20, 95.00, 36.82, 0.30
152.40, 95.00, 36.99, 0.30
152.60, 95.00, 37.16, 0.30
152.80, 95.00, 37.33, 0.30
153.00, 95.00, 37.50, 0.30
153.20, 95.00, 37.67, 0.30
153.40, 95.00, 37.84, 0.30
153.60, 95.00, 38.01, 0.30
153.80, 95.00, 38.18, 0.30
154.00, 95.00, 38.35, 0.30
154.20, 95.00, 38.52, 0.30
154.40, 95.00, 38.69, 0.30
154.60, 95.00, 38.86, 0.30
154.80, 95.00, 39.03, 0.30
155.00, 95.00, 39.20, 0.30
155.20, 95.00, 39.37, 0.30
155.40, 95.00, 39.54, 0.30
155.60, 95.00, 39.71, 0.30
155.80, 95.00, 39.88, 0.30
156.00, 95.00, 40.05, 0.30
156.20, 95.00, 40.22, 0.30
156.40, 95.00, 40.39, 0.30
156.60, 95.00, 40.56, 0.30
156.80, 95.00, 40.73, 0.30
157.00, 95.00, 40.90, 0.30
157.20, 95.00, 41.07, 0.30
157.40, 95.00, 41.24, 0.30
157.60, 95.00, 41.41, 0.30
157.80, 95.00, 41.58, 0.30
158.00, 95.00, 41.75, 0.30
158.20, 95.00, 41.92, 0.30
158.40, 95.00, 42.09, 0.30
158.60, 95.00, 42.26, 0.30
158.80, 95.00, 42.43, 0.30
159.00, 95.00, 42.60, 0.30
159.20, 95.00, 42.77, 0.30
159.40, 95.00, 42.95, 0.30
159.60, 95.00, 43.12, 0.30
159.80, 95.00, 43.29, 0.30
160.00, 95.00, 43.46, 0.30
160.20, 95.00, 43.63, 0.30
160.40, 95.00, 43.80, 0.30
160.60, 95.00, 43.97, 0.30
160.80, 95.00, 44.14, 0.30
161.00, 95.00, 44.31, 0.30
161.20, 95.00, 44.48, 0.30
161.40, 95.00, 44.65, 0.30
161.60, 95.00, 44.82, 0.30
161.80, 95.00, 44.99, 0.30
162.00, 95.00, 45.16, 0.30
162.20, 95.00, 45.33, 0.30
162.40, 95.00, 45.50, 0.30
162.60, 95.00, 45.67, 0.30
162.80, 95.00, 45.84, 0.30
163.00, 95.00, 46.01, 0.30
163.20, 95.00, 46.18, 0.30
163.40, 95.00, 46.35, 0.30
163.60, 95.00, 46.52, 0.30
163.80, 95.00, 46.69, 0.30
164.00, 95.00, 46.86, 0.30
164.20, 95.00, 47.03, 0.30
164.40, 95.00, 47.20, 0.30
164.60, 95.00, 47.37, 0.30
164.80, 95.00, 47.54, 0.30
165.00, 95.00, 47.71, 0.30
165.20, 95.00, 47.88, 0.30
165.40, 95.00, 48.05, 0.30
165.60, 95.00, 48.22, 0.30
165.80, 95.00, 48.39, 0.30
166.00, 95.00, 48.56, 0.30
166.20, 95.00, 48.73, 0.30
166.40, 95.00, 48.90, 0.30
166.60, 95.00, 49.07, 0.30
166.80, 95.00, 49.24, 0.30
167.00, 95.00, 49.41, 0.30
167.20, 95.00, 49.58, 0.30
167.40, 95.00, 49.75, 0.30
167.60, 95.00, 49.92, 0.30
167.80, 95.00, 50.09, 0.30
168.00, 95.00, 50.26, 0.30
168.20, 95.00, 50.43, 0.30
168.40, 95.00, 50.60, 0.30
168.60, 95.00, 50.77, 0.30
168.80, 95.00, 50.94, 0.30
169.00, 95.00, 51.11, 0.30
169.20, 95.00, 51.28, 0.30
169.40, 95.00, 51.45, 0.30
169.60, 95.00, 51.62, 0.30
169.80, 95.00, 51.79, 0.30
170.00, 95.00, 51.96, 0.30
170.20, 95.00, 52.13, 0.30
170.40, 95.00, 52.30, 0.30
170.60, 95.00, 52.47, 0.30
170.80, 95.00, 52.64, 0.30
171.00, 95.00, 52.81, 0.30
171.20, 95.00, 52.98, 0.30
171.40, 95.00, 53.15, 0.30
171.60, 95.00, 53.32, 0.30
171.80, 95.00, 53.49, 0.30
172.00, 95.00, 53.66, 0.30
172.20, 95.00, 53.84, 0.30
172.40, 95.00, 54.01, 0.30
172.60, 95.00, 54.18, 0.30
172.80, 95.00, 54.35, 0.30
173.00, 95.00, 54.52, 0.30
173.20, 95.00, 54.69, 0.30
173.40, 95.00, 54.86, 0.30
173.60, 95.00, 55.03, 0.30
173.80, 95.00, 55.20, 0.30
174.00, 95.00, 55.37, 0.30
174.20, 95.00, 55.54, 0.30
174.40, 95.00, 55.71, 0.30
174.60, 95.00, 55.88, 0.30
174.80, 95.00, 56.05, 0.30
175.00, 95.00, 56.22, 0.30
175.20, 95.00, 56.39, 0.30
175.40, 95.00, 56.56, 0.30
175.60, 95.00, 56.73, 0.30
175.80, 95.00, 56.90, 0.30
176.00, 95.00, 57.07, 0.30
176.20, 95.00, 57.24, 0.30
176.40, 95.00, 57.41, 0.30
176.60, 95.00, 57.58, 0.30
176.80, 95.00, 57.75, 0.30
177.00, 95.00, 57.92, 0.30
177.20, 95.00, 58.09, 0.30
177.40, 95.00, 58.26, 0.30
177.60, 95.00, 58.43, 0.30
177.80, 95.00, 58.60, 0.30
178.00, 95.00, 58.77, 0.30
178.20, 95.00, 58.94, 0.30
178.40, 95.00, 59.11, 0.30
178.60, 95.00, 59.28, 0.30
178.80, 95.00, 59.45, 0.30
179.00, 95.00, 59.62, 0.30
179.20, 95.00, 59.79, 0.30
179.40, 95.00, 59.96, 0.30
179.60, 95.00, 60.13, 0.30
179.80, 95.00, 60.30, 0.30
180.00, 95.00, 60.47, 0.30
180.20, 95.00, 60.64, 0.30
180.40, 95.00, 60.81, 0.30
180.60, 95.00, 60.98, 0.30
180.80, 95.00, 61.15, 0.30
181.00, 95.00, 61.32, 0.30
181.20, 95.00, 61.49, 0.30
181.40, 95.00, 61.66, 0.30
181.60, 95.00, 61.83, 0.30
181.80, 95.00, 62.00, 0.30
182.00, 95.00, 62.17, 0.30
182.20, 95.00, 62.34, 0.30
182.40, 95.00, 62.51, 0.30
182.60, 95.00, 62.68, 0.30
182.80, 95.00, 62.85, 0.30
183.00, 95.00, 63.02, 0.30
183.20, 95.00, 63.19, 0.30
183.40, 95.00, 63.36, 0.30
183.60, 95.00, 63.53, 0.30
183.80, 95.00, 63.70, 0.30
184.00, 95.00, 63.87, 0.30
184.20, 95.00, 64.04, 0.30
184.40, 95.00, 64.21, 0.30
184.60, 95.00, 64.38, 0.30
184.80, 95.00, 64.55, 0.30
185.00, 95.00, 64.73, 0.30
185.20, 95.00, 64.90, 0.30
185.40, 95.00, 65.07, 0.30
185.60, 95.00, 65.24, 0.30
185.80, 95.00, 65.41, 0.30
186.00, 95.00, 65.58, 0.30
186.20, 95.00, 65.75, 0.30
186.40, 95.00, 65.92, 0.30
186.60, 95.00, 66.09, 0.30
186.80, 95.00, 66.26, 0.30
187.00, 95.00, 66.43, 0.30
187.20, 95.00, 66.60, 0.30
187.40, 95.00, 66.77, 0.30
187.60, 95.00, 66.94, 0.30
187.80, 95.00, 67.11, 0.30
188.00, 95.00, 67.28, 0.30
188.20, 95.00, 67.45, 0.30
188.40, 95.00, 67.62, 0.30
188.60, 95.00, 67.79, 0.30
188.80, 95.00, 67.96, 0.30
189.00, 95.00, 68.13, 0.30
189.20, 95.00, 68.30, 0.30
189.40, 95.00, 68.47, 0.30
189.60, 95.00, 68.64, 0.30
189.80, 95.00, 68.81, 0.30
190.00, 95.00, 68.98, 0.30
190.20, 95.00, 69.15, 0.30
190.40, 95.00, 69.32, 0.30
190.60, 95.00, 69.49, 0.30
190.80, 95.00, 69.66, 0.30
191.00, 95.00, 69.83, 0.30
191.20, 94.88, 70.12, 0.30
191.40, 94.75, 70.25, 0.30
191.60, 94.62, 70.38, 0.30
191.80, 94.50, 70.67, 0.30
192.00, 94.50, 70.83, 0.30
192.20, 94.38, 71.12, 0.30
192.40, 94.25, 71.25, 0.30
192.60, 94.12, 71.38, 0.30
192.80, 94.00, 71.67, 0.30
193.00, 94.00, 71.83, 0.30
193.20, 93.83, 72.00, 0.30
193.40, 93.66, 72.00, 0.30
193.60, 93.49, 72.00, 0.30
193.80, 93.32, 72.00, 0.30
194.00, 93.15, 72.00, 0.30
194.20, 92.98, 72.00, 0.30
194.40, 92.81, 72.00, 0.30
194.60, 92.64, 72.00, 0.30
194.80, 92.47, 72.00, 0.30
195.00, 92.30, 72.00, 0.30
195.20, 92.13, 72.00, 0.30
195.40, 91.96, 72.00, 0.30
195.60, 91.79, 72.00, 0.30
195.80, 91.62, 72.00, 0.30
196.00, 91.45, 72.00, 0.30
196.20, 91.28, 72.00, 0.30
196.40, 91.11, 72.00, 0.30
196.60, 90.94, 72.00, 0.30
196.80, 90.77, 72.00, 0.30
197.00, 90.60, 72.00, 0.30
197.20, 90.43, 72.00, 0.30
197.40, 90.26, 72.00, 0.30
197.60, 90.09, 72.00, 0.30
197.80, 89.92, 72.00, 0.30
198.00, 89.75, 72.00, 0.30
198.20, 89.58, 72.00, 0.30
198.40, 89.42, 72.00, 0.30
198.60, 89.25, 72.00, 0.30
198.80, 89.08, 72.00, 0.30
199.00, 88.91, 72.00, 0.30
199.20, 88.74, 72.00, 0.30
199.40, 88.57, 72.00, 0.30
199.60, 88.40, 72.00, 0.30
199.80, 88.23, 72.00, 0.30
200.00, 88.06, 72.00, 0.30
200.20, 87.89, 72.00, 0.30
200.40, 87.72, 72.00, 0.30
200.60, 87.55, 72.00, 0.30
200.80, 87.38, 72.00, 0.30
201.00, 87.21, 72.00, 0.30
201.20, 87.04, 72.00, 0.30
201.40, 86.87, 72.00, 0.30
201.60, 86.70, 72.00, 0.30
201.80, 86.53, 72.00, 0.30
202.00, 86.36, 72.00, 0.30
202.20, 86.19, 72.00, 0.30
202.40, 86.02, 72.00, 0.30
202.60, 85.85, 72.00, 0.30
202.80, 85.68, 72.00, 0.30
203.00, 85.51, 72.00, 0.30
203.20, 85.34, 72.00, 0.30
203.40, 85.17, 72.00, 0.30
203.60, 85.00, 72.00, 0.30
203.80, 84.83, 72.00, 0.30
204.00, 84.66, 72.00, 0.30
204.20, 84.49, 72.00, 0.30
204.40, 84.32, 72.00, 0.30
204.60, 84.15, 72.00, 0.30
204.80, 83.98, 72.00, 0.30
205.00, 83.81, 72.00, 0.30
205.20, 83.64, 72.00, 0.30
205.40, 83.47, 72.00, 0.30
205.60, 83.30, 72.00, 0.30
205.80, 83.13, 72.00, 0.30
206.00, 82.96, 72.00, 0.30
206.20, 82.79, 72.00, 0.30
206.40, 82.62, 72.00, 0.30
206.60, 82.45, 72.00, 0.30
206.80, 82.28, 72.00, 0.30
207.00, 82.11, 72.00, 0.30
207.20, 81.94, 72.00, 0.30
207.40, 81.77, 72.00, 0.30
207.60, 81.60, 72.00, 0.30
207.80, 81.43, 72.00, 0.30
208.00, 81.26, 72.00, 0.30
208.20, 81.09, 72.00, 0.30
208.40, 80.92, 72.00, 0.30
208.60, 80.75, 72.00, 0.30
208.80, 80.58, 72.00, 0.30
209.00, 80.42, 72.00, 0.30
209.20, 80.25, 72.00, 0.30
209.40, 80.08, 72.00, 0.30
209.60, 79.91, 72.00, 0.30
209.80, 79.74, 72.00, 0.30
210.00, 79.57, 72.00, 0.30
210.20, 79.40, 72.00, 0.30
210.40, 79.23, 72.00, 0.30
210.60, 79.06, 72.00, 0.30
210.80, 78.89, 72.00, 0.30
211.00, 78.72, 72.00, 0.30
211.20, 78.55, 72.00, 0.30
211.40, 78.38, 72.00, 0.30
211.60, 78.21, 72.00, 0.30
211.80, 78.04, 72.00, 0.30
212.00, 77.87, 72.00, 0.30
212.20, 77.70, 72.00, 0.30
212.40, 77.53, 72.00, 0.30
212.60, 77.36, 72.00, 0.30
212.80, 77.19, 72.00, 0.30
213.00, 77.02, 72.00, 0.30
213.20, 76.85, 72.00, 0.30
213.40, 76.68, 72.00, 0.30
213.60, 76.51, 72.00, 0.30
213.80, 76.34, 72.00, 0.30
214.00, 76.17, 72.00, 0.30
214.20, 76.00, 72.00, 0.30
214.40, 75.83, 72.00, 0.30
214.60, 75.66, 72.00, 0.30
214.80, 75.49, 72.00, 0.30
215.00, 75.32, 72.00, 0.30
215.20, 75.15, 72.00, 0.30
215.40, 74.98, 72.00, 0.30
215.60, 74.81, 72.00, 0.30
215.80, 74.64, 72.00, 0.30
216.00, 74.47, 72.00, 0.30
216.20, 74.30, 72.00, 0.30
216.40, 74.13, 72.00, 0.30
216.60, 73.96, 72.00, 0.30
216.80, 73.79, 72.00, 0.30
217.00, 73.62, 72.00, 0.30
217.20, 73.45, 72.00, 0.30
217.40, 73.28, 72.00, 0.30
217.60, 73.11, 72.00, 0.30
217.80, 72.94, 72.00, 0.30
218.00, 72.77, 72.00, 0.30
218.20, 72.60, 72.00, 0.30
218.40, 72.43, 72.00, 0.30
218.60, 72.26, 72.00, 0.30
218.80, 72.09, 72.00, 0.30
219.00, 71.92, 72.00, 0.30
219.20, 71.75, 72.00, 0.30
219.40, 71.58, 72.00, 0.30
219.60, 71.42, 72.00, 0.30
219.80, 71.25, 72.00, 0.30
220.00, 71.08, 72.00, 0.30
220.20, 70.91, 72.00, 0.30
220.40, 70.74, 72.00, 0.30
220.60, 70.57, 72.00, 0.30
220.80, 70.40, 72.00, 0.30
221.00, 70.23, 72.00, 0.30
221.20, 70.06, 72.00, 0.30
221.40, 69.89, 72.00, 0.30
221.60, 69.72, 72.00, 0.30
221.80, 69.55, 72.00, 0.30
222.00, 69.38, 72.00, 0.30
222.20, 69.21, 72.00, 0.30
222.40, 69.04, 72.00, 0.30
222.60, 68.87, 72.00, 0.30
222.80, 68.70, 72.00, 0.30
223.00, 68.53, 72.00, 0.30
223.20, 68.36, 72.00, 0.30
223.40, 68.19, 72.00, 0.30
223.60, 68.02, 72.00, 0.30
223.80, 67.85, 72.00, 0.30
224.00, 67.68, 72.00, 0.30
224.20, 67.51, 72.00, 0.30
224.40, 67.34, 72.00, 0.30
224.60, 67.17, 72.00, 0.30
224.80, 67.00, 72.00, 0.30
225.00, 66.83, 72.00, 0.30
225.20, 66.66, 72.00, 0.30
225.40, 66.49, 72.00, 0.30
225.60, 66.32, 72.00, 0.30
225.80, 66.15, 72.00, 0.30
226.00, 65.98, 72.00, 0.30
226.20, 65.81, 72.00, 0.30
226.40, 65.64, 72.00, 0.30
226.60, 65.47, 72.00, 0.30
226.80, 65.30, 72.00, 0.30
227.00, 65.13, 72.00, 0.30
227.20, 64.96, 72.00, 0.30
227.40, 64.79, 72.00, 0.30
227.60, 64.62, 72.00, 0.30
227.80, 64.45, 72.00, 0.30
228.00, 64.28, 72.00, 0.30
228.20, 64.11, 72.00, 0.30
228.40, 63.94, 72.00, 0.30
228.60, 63.77, 72.00, 0.30
228.80, 63.60, 72.00, 0.30
229.00, 63.43, 72.00, 0.30
229.20, 63.26, 72.00, 0.30
229.40, 63.09, 72.00, 0.30
229.60, 62.92, 72.00, 0.30
229.80, 62.75, 72.00, 0.30
230.00, 62.58, 72.00, 0.30
230.20, 62.42, 72.00, 0.30
230.40, 62.25, 72.00, 0.30
230.60, 62.08, 72.00, 0.30
230.80, 61.91, 72.00, 0.30
231.00, 61.74, 72.00, 0.30
231.20, 61.57, 72.00, 0.30
231.40, 61.40, 72.00, 0.30
231.60, 61.23, 72.00, 0.30
231.80, 61.06, 72.00, 0.30
232.00, 60.89, 72.00, 0.30
232.20, 60.72, 72.00, 0.30
232.40, 60.55, 72.00, 0.30
232.60, 60.38, 72.00, 0.30
232.80, 60.21, 72.00, 0.30
233.00, 60.04, 72.00, 0.30
233.20, 59.87, 72.00, 0.30
233.40, 59.70, 72.00, 0.30
233.60, 59.53, 72.00, 0.30
233.80, 59.36, 72.00, 0.30
234.00, 59.19, 72.00, 0.30
234.20, 59.02, 72.00, 0.30
234.40, 58.85, 72.00, 0.30
234.60, 58.68, 72.00, 0.30
234.80, 58.51, 72.00, 0.30
235.00, 58.34, 72.00, 0.30
235.20, 58.17, 72.00, 0.30
235.40, 58.00, 72.17, 0.30
235.60, 58.00, 72.33, 0.30
235.80, 58.00, 72.50, 0.30
236.00, 58.00, 72.67, 0.30
236.20, 58.00, 72.83, 0.30
236.40, 58.00, 73.00, 0.30
236.60, 58.00, 73.17, 0.30
236.80, 58.00, 73.33, 0.30
237.00, 58.00, 73.50, 0.30
237.20, 58.00, 73.67, 0.30
237.40, 58.00, 73.83, 0.30
237.60, 58.00, 74.00, 0.30
237.80, 58.00, 74.17, 0.30
238.00, 58.00, 74.33, 0.30
238.20, 58.00, 74.50, 0.30
238.40, 58.00, 74.67, 0.30
238.60, 58.00, 74.83, 0.30
238.80, 57.88, 75.12, 0.30
239.00, 57.75, 75.25, 0.30
239.20, 57.62, 75.38, 0.30
239.40, 57.50, 75.50, 0.30
239.60, 57.38, 75.62, 0.30
239.80, 57.25, 75.75, 0.30
240.00, 57.12, 75.88, 0.30
240.20, 57.00, 76.17, 0.30
240.40, 57.00, 76.33, 0.30
240.60, 57.00, 76.50, 0.30
240.80, 57.00, 76.67, 0.30
241.00, 57.00, 76.83, 0.30
241.20, 57.00, 77.00, 0.30
241.40, 57.00, 77.17, 0.30
241.60, 57.00, 77.33, 0.30
241.80, 57.00, 77.50, 0.30
242.00, 57.00, 77.67, 0.30
242.20, 57.00, 77.83, 0.30
242.40, 57.00, 78.00, 0.30
242.60, 57.00, 78.17, 0.30
242.80, 57.00, 78.33, 0.30
243.00, 57.00, 78.50, 0.30
243.20, 57.00, 78.67, 0.30
243.40, 57.00, 78.83, 0.30
243.60, 57.00, 79.00, 0.30
243.80, 57.00, 79.17, 0.30
244.00, 57.00, 79.33, 0.30
244.20, 56.88, 79.62, 0.30
244.40, 56.75, 79.75, 0.30
244.60, 56.62, 79.88, 0.30
244.80, 56.50, 80.17, 0.30
245.00, 56.50, 80.34, 0.30
245.20, 56.50, 80.51, 0.30
245.40, 56.50, 80.68, 0.30
245.60, 56.50, 80.85, 0.30
245.80, 56.50, 81.02, 0.30
246.00, 56.50, 81.20, 0.30
246.20, 56.50, 81.37, 0.30
246.40, 56.50, 81.54, 0.30
246.60, 56.50, 81.71, 0.30
246.80, 56.50, 81.88, 0.30
247.00, 56.50, 82.05, 0.30
247.20, 56.50, 82.22, 0.30
247.40, 56.50, 82.39, 0.30
247.60, 56.50, 82.56, 0.30
247.80, 56.50, 82.73, 0.30
248.00, 56.50, 82.90, 0.30
248.20, 56.50, 83.07, 0.30
248.40, 56.50, 83.24, 0.30
248.60, 56.50, 83.41, 0.30
248.80, 56.50, 83.59, 0.30
249.00, 56.50, 83.76, 0.30
249.20, 56.50, 83.93, 0.30
249.40, 56.50, 84.10, 0.30
249.60, 56.50, 84.27, 0.30
249.80, 56.50, 84.44, 0.30
250.00, 56.50, 84.61, 0.30
250.20, 56.50, 84.78, 0.30
250.40, 56.50, 84.95, 0.30
250.60, 56.50, 85.12, 0.30
250.80, 56.50, 85.29, 0.30
251.00, 56.50, 85.46, 0.30
251.20, 56.50, 85.63, 0.30
251.40, 56.50, 85.80, 0.30
251.60, 56.50, 85.98, 0.30
251.80, 56.50, 86.15, 0.30
252.00, 56.50, 86.32, 0.30
252.20, 56.50, 86.49, 0.30
252.40, 56.50, 86.66, 0.30
252.60, 56.50, 86.83, 0.30
252.80, 56.38, 87.12, 0.30
253.00, 56.26, 87.24, 0.30
253.20, 56.14, 87.36, 0.30
253.40, 56.02, 87.48, 0.30
253.60, 55.90, 87.60, 0.30
253.80, 55.78, 87.72, 0.30
254.00, 55.66, 87.84, 0.30
254.20, 55.54, 87.96, 0.30
254.40, 55.42, 88.08, 0.30
254.60, 55.30, 88.20, 0.30
254.80, 55.18, 88.32, 0.30
255.00, 55.07, 88.43, 0.30
255.20, 54.95, 88.55, 0.30
255.40, 54.83, 88.67, 0.30
255.60, 54.71, 88.79, 0.30
255.80, 54.59, 88.91, 0.30
256.00, 54.47, 89.03, 0.30
256.20, 54.35, 89.15, 0.30
256.40, 54.23, 89.27, 0.30
256.60, 54.11, 89.39, 0.30
256.80, 53.99, 89.51, 0.30
257.00, 53.87, 89.63, 0.30
257.20, 53.75, 89.75, 0.30
257.40, 53.63, 89.87, 0.30
257.60, 53.51, 89.99, 0.30
257.80, 53.39, 90.11, 0.30
258.00, 53.27, 90.23, 0.30
258.20, 53.15, 90.35, 0.30
258.40, 53.03, 90.47, 0.30
258.60, 52.91, 90.59, 0.30
258.80, 52.79, 90.71, 0.30
259.00, 52.67, 90.83, 0.30
259.20, 52.55, 90.95, 0.30
259.40, 52.43, 91.07, 0.30
259.60, 52.32, 91.18, 0.30
259.80, 52.20, 91.30, 0.30
